x,y
0.4274809160305344, 0.03337232369061616
0.4778625954198473, 0.037901740325545205
0.5587786259541985, 0.04348296931662003
0.6274809160305344, 0.048365816098425274
0.748091603053435, 0.054307893560298734
0.8274809160305343, 0.0609298074216357
0.8984732824427479, 0.06425162689804775
0.998473282442748, 0.06636876355748375
