Wavelength [$\mu$m],Venus,Earth,Mars,Jupiter,Saturn,Uranus,Neptune
2.0140011,0.020772392,0.013660839,0.07957776,0.004652966,0.028776491,3.005826e-05,0.000529856
2.0200982,0.041215725,0.026042026,0.1578274,0.0043817614,0.026801474,0.00010103698,0.00055194163
2.0223584,0.057549074,0.03200895,0.18004675,0.004342913,0.025694784,0.00011867388,0.0004983288
2.0298958,0.1055387,0.05276204,0.22234425,0.0038242834,0.022528745,7.391069e-05,0.00045387857
2.037433,0.11805062,0.06321306,0.21716367,0.00332252,0.01957361,5.7858906e-05,0.00038812953
2.0449703,0.10566862,0.054782443,0.21782808,0.0028540578,0.016373623,2.3574197e-05,0.00032463146
2.0525074,0.055902675,0.044568717,0.15533605,0.002601994,0.013812193,9.398131e-05,0.0002940072
2.0600448,0.052420855,0.03661156,0.21105658,0.002078626,0.011133105,4.0427153e-06,0.0002599267
2.067582,0.060348563,0.046137124,0.1735618,0.0017306361,0.008734098,7.896712e-05,0.0002543451
2.0751193,0.093642175,0.05832332,0.2054661,0.0013807914,0.006607482,2.8021874e-05,0.00021636662
2.0826566,0.12314815,0.073218584,0.21579964,0.0010742393,0.004930404,4.9623246e-05,0.00020187232
2.0901937,0.15405236,0.082648836,0.22752628,0.0009145686,0.003500018,1.940932e-05,0.0001636879
2.097731,0.19470452,0.08952009,0.23792967,0.0008012463,0.002534798,5.0857193e-07,0.00014586208
2.1052682,0.24980506,0.0942915,0.25158384,0.00072500535,0.0019418946,4.589414e-05,0.00011330368
2.1128056,0.27924722,0.098097116,0.25149405,0.0007100542,0.0017904799,2.237629e-05,0.00012708327
2.1203427,0.32166034,0.10123611,0.25783423,0.0007235638,0.0019007237,5.948312e-05,0.00010385994
2.12788,0.36339816,0.10586079,0.260814,0.0008320333,0.0025011783,2.5619383e-06,0.00015007095
2.1354175,0.3718252,0.11020118,0.2626966,0.00095659436,0.0034929812,6.581779e-05,0.00017234543
2.1429546,0.3310239,0.10969478,0.25799084,0.00088702264,0.0037626775,5.344519e-06,0.00016356446
2.150492,0.2921212,0.10874202,0.24845906,0.0010734712,0.003994576,4.988736e-05,0.00018399238
2.158029,0.30548185,0.10645497,0.2537563,0.0011812189,0.003641847,4.0222953e-05,0.00013784724
2.1655664,0.31957966,0.10868813,0.25467306,0.0006934679,0.0014857812,0.00010653281,0.00010517933
2.1731038,0.3529337,0.10893766,0.25758824,0.000556658,0.00014616542,2.4059875e-05,7.97334e-05
2.180641,0.38853294,0.1117302,0.26325628,0.00076426275,0.0008132443,6.62712e-05,7.635831e-05
2.1881783,0.4061947,0.10971628,0.26116678,0.0006798119,0.0010546619,4.1537032e-06,5.843738e-05
2.1957154,0.41395202,0.1063667,0.26274225,0.00055186695,0.00022892767,5.4967928e-05,5.285493e-05
2.2032528,0.42226774,0.10951723,0.26299563,0.00043918937,7.436351e-05,1.5654234e-05,2.6228525e-05
2.21079,0.41776383,0.10927817,0.26280013,0.0004899651,0.00028864268,8.0746e-05,2.8104372e-05
2.2183273,0.4180059,0.11537767,0.26255718,0.0005195105,0.00020395307,4.5785127e-06,4.4687265e-05
2.2258646,0.42064232,0.11229116,0.26223484,0.00046895232,1.15069615e-05,9.496223e-05,6.7474626e-05
2.2334018,0.42602095,0.11007066,0.2619255,0.00048261305,0.0002798656,6.6461057e-06,4.4613535e-05
2.2409391,0.4267879,0.10651417,0.26161167,0.00043490055,0.000323953,6.567349e-05,7.6772514e-05
2.2484763,0.42193612,0.10136832,0.2609294,0.00046021256,0.0,0.0,0.00011073352
2.2560136,0.42098236,0.09683049,0.25993255,0.0004451729,0.00022177202,4.249362e-05,9.97381e-05
2.2635508,0.4253333,0.09398685,0.2604607,0.00043229482,0.00020978953,8.295206e-05,0.0001378626
2.2710881,0.42411104,0.09306474,0.26006076,0.00044003615,0.00022524405,4.586122e-05,9.704567e-05
2.2786255,0.4205423,0.092349686,0.2596619,0.0004327889,0.00021633356,1.2144436e-05,8.8237306e-05
2.2861626,0.42371166,0.08890263,0.25926608,0.00042799942,0.00018229868,1.5400788e-05,6.1843486e-05
2.2937,0.42679727,0.0848477,0.25887233,0.0004161258,0.00015546041,2.8863422e-05,1.2815154e-05
2.301237,0.42680845,0.08735924,0.25825238,0.00041921635,0.00011730331,7.520127e-05,2.6853797e-05
2.3087745,0.42453733,0.08305988,0.25715575,0.00041912592,0.00010868101,4.337654e-05,2.5448502e-05
2.3163118,0.42146552,0.08433593,0.25520104,0.00041613076,0.00010386601,0.0,4.6599453e-06
2.323849,0.41896912,0.08377654,0.25376818,0.00045351102,8.6914966e-05,5.778225e-05,4.7854515e-05
2.3313863,0.41685,0.07678035,0.25302592,0.00043000944,6.408753e-05,0.0,1.75583e-05
2.3389235,0.41555965,0.07291147,0.25209415,0.0004347251,9.237123e-05,1.7416878e-05,1.8393586e-05
2.3464608,0.41432264,0.06838754,0.25529292,0.00042607912,6.626872e-05,2.1903785e-05,2.8026295e-06
2.353998,0.41173244,0.06713981,0.25078797,0.00044232956,6.5234824e-05,6.37753e-05,5.8520664e-07
2.3615353,0.40954587,0.06332981,0.25310078,0.0004433868,2.8462518e-05,2.7327034e-05,2.077444e-05
2.3690724,0.4074656,0.06257519,0.2538635,0.0004452588,3.6176185e-05,3.444053e-05,5.5710224e-08
2.3766098,0.4056396,0.05761594,0.25253224,0.0004294525,2.6784064e-05,7.385162e-05,0.0
2.3841472,0.4037334,0.05443173,0.25029445,0.00045847296,4.2381656e-05,0.0,3.66724e-05
2.3916843,0.4024638,0.056550402,0.25045568,0.00045563895,5.227353e-05,1.8068551e-05,3.4467448e-05
2.3992217,0.40076116,0.05526005,0.25297436,0.0004560802,9.087382e-05,0.0,6.27097e-05
2.4067588,0.3976276,0.051073153,0.25131783,0.00047966948,7.702297e-05,0.00018092131,5.5451863e-05
2.4142962,0.3940628,0.048747346,0.25173464,0.00051151705,0.00014402674,0.00015163257,9.753482e-05
2.4218335,0.39124623,0.044649012,0.25170553,0.0004820785,9.564392e-05,0.00040491455,6.6161534e-05
2.4293706,0.38795978,0.045405332,0.25150403,0.00049104646,0.00027228607,0.000116196316,0.00010794684
2.436908,0.38459942,0.04195461,0.2505507,0.00048307492,0.00032767153,0.00018035132,0.00020585577
2.4444451,0.38184956,0.039368697,0.25081453,0.00049848016,0.00024315131,8.6875145e-05,0.00026789898
2.4519825,0.37878183,0.038134564,0.24980953,0.0005681643,0.0007648771,5.6595018e-06,0.00048785692
2.4595196,0.3751281,0.03140182,0.24993087,0.0010485846,0.0043752044,0.0,0.00058144296
2.467057,0.36968574,0.030696588,0.24926916,0.0013671567,0.006136665,0.00019438536,0.00061749114
2.4745944,0.36013815,0.024727747,0.24894391,0.0010121028,0.0050380533,0.00021581339,0.0006277185
2.4821315,0.33666882,0.018993083,0.24630651,0.0017093886,0.008150541,0.00021153536,0.00073090376
2.4896688,0.32534555,0.016262256,0.24417323,0.0019293412,0.0052421903,0.0002122445,0.0007926875
2.497206,0.3314836,0.013046477,0.24160627,0.0028432913,0.014313174,0.0002129536,0.0007617423
