x,y
0.17579562439242835, 0.30769480899638907
0.1757806347143184, 0.33775342288521704
0.1758003790154336, 0.3614484597790617
0.17581728343145492, 0.3768288850557988
0.17580109226349755, 0.3833310834005213
0.17584879851015248, 0.3695140979741821
0.17585005788996527, 0.39292790759829954
0.17589907485281736, 0.4015898635945855
0.17604999999999987, 0.4142465662472192
0.17610841042893174, 0.4466860733602982
0.17614999999999986, 0.4183584414973681
0.17619999999999986, 0.4155728379489218
0.17624999999999985, 0.4122054048598591
0.17629552171965948, 0.3968144052646259
0.17634999999999984, 0.419827963253451
0.17639999999999983, 0.42894884779202685
0.17644999999999983, 0.44064588104748803
0.17650677203368523, 0.47252926586912103
0.17654999999999982, 0.45145329356108893
0.1765999999999998, 0.4500617693010274
0.1766499999999998, 0.4435188397617289
0.1766999999999998, 0.43546280125752296
0.1767499999999998, 0.4314620297209065
0.1767999999999998, 0.4272145371434705
0.17684999999999979, 0.4231120329142841
0.17689999999999978, 0.41771618011926986
0.17694999999999977, 0.4126185368034118
0.17699999999999977, 0.4055280577790214
0.17704999999999976, 0.3983801088779835
0.17709999999999976, 0.3875323747986122
0.17714999999999975, 0.37649129036167933
0.17719999999999975, 0.3584663965752491
0.17724999999999974, 0.34547177081553443
0.17729999999999974, 0.3291465875355686
0.17734999999999973, 0.31916671468344215
0.17739999999999972, 0.3116774040410091
0.17744999999999972, 0.307616407018578
0.1774999999999997, 0.3081544721921403
0.1775499999999997, 0.3091554329571908
0.1775999999999997, 0.313122256189145
0.1776499999999997, 0.31643772406204645
0.1776999999999997, 0.3203168058850026
0.17774999999999969, 0.32371223304821484
0.17779999999999968, 0.3271072711654591
0.17784999999999968, 0.3304064155354633
0.17789999999999967, 0.34013007283476904
0.17794999999999966, 0.3499478658612499
0.17799999999999966, 0.35998628348762235
0.17804999999999965, 0.3708867790517683
0.17809999999999965, 0.3780286652739112
0.17814999999999964, 0.38597187063144306
0.17819999999999964, 0.39005745520138974
0.17824999999999963, 0.39444307057866723
0.17829999999999963, 0.39597812763402057
0.17834999999999962, 0.39718854666789843
0.17839999999999961, 0.397513488102046
0.17845841042893149, 0.4225885639147799
0.1784999999999996, 0.3968437120052445
0.1785499999999996, 0.39519551552427384
0.17859726934125547, 0.3865191134161707
0.1786499999999996, 0.39469789946657385
0.17869999999999958, 0.3944950812467016
0.17874639553045735, 0.3830951026278026
0.17879999999999957, 0.39440462582162594
0.17884999999999956, 0.39780660647283067
0.17889999999999956, 0.40095484946344434
0.17894999999999955, 0.40664721829160955
0.17899999999999955, 0.4107593894225209
0.17904999999999954, 0.41353250100240607
0.17909999999999954, 0.4156241321295342
0.17914999999999953, 0.41622322353562347
0.17919999999999953, 0.4159343949938908
0.17924999999999952, 0.403135109259857
0.17929999999999952, 0.39105341372241986
0.1793499999999995, 0.3786864714526339
0.1793999999999995, 0.36613949460462175
0.1794499999999995, 0.3665207336930589
0.179613216388321, 0.40855420144516263
0.17969759702030463, 0.3593250403991409
0.17975546131748768, 0.37646966871139953
0.17979999999999946, 0.3505501332744318
0.17984999999999945, 0.34765443840363697
0.17989137111836803, 0.32091246762641945
0.17994999999999944, 0.34991223777858366
0.17999999999999944, 0.35789053438359786
0.18005677203368484, 0.37980008874889554
0.18009999999999943, 0.3569191453701367
0.18014999999999942, 0.35271738935867025
0.18019999999999942, 0.3435063383113657
0.1802499999999994, 0.33657669296276915
0.1802999999999994, 0.3277375793239826
0.1803499999999994, 0.3222605661013613
0.1803999999999994, 0.3201283773350016
0.1804453032669595, 0.30503508342243146
0.18049999999999938, 0.3205786298195222
0.18054999999999938, 0.3233996833283698
0.18059999999999937, 0.3388342028234236
0.18064999999999937, 0.3524829128576816
0.18069999999999936, 0.366350291839729
0.18074999999999936, 0.3793883382171857
0.18079999999999935, 0.3823238131071573
0.18084999999999934, 0.38531640967331937
0.18089999999999934, 0.3892604247666617
0.18094999999999933, 0.39361920161617486
0.18099999999999933, 0.40060065322005645
0.18104999999999932, 0.40908035338935134
0.18109999999999932, 0.4153135071789928
0.1811499999999993, 0.42270697347243735
0.1811999999999993, 0.42572806780934475
